Day_Number,Reading,Title,URL,Duration_(ms)
228,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/15/daily-bible-reading-monday-august-15,
229,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/16/daily-bible-reading-tuesday-august-16,
230,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/17/daily-bible-reading-wednesday-august-17,
231,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/18/daily-bible-reading-thursday-august-18,
232,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/19/daily-bible-reading-friday-august-19,
233,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/20/daily-bible-reading-saturday-august-20,
234,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/21/daily-bible-reading-sunday-august-21,
235,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/22/daily-bible-reading-monday-august-22,
236,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/23/daily-bible-reading-tuesday-august-23,
237,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/24/daily-bible-reading-wednesday-august-24,
238,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/25/daily-bible-reading-thursday-august-25,
239,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/26/daily-bible-reading-friday-august-26,
240,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/27/daily-bible-reading-saturday-august-27,
241,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/28/daily-bible-reading-sunday-august-28,
242,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/29/daily-bible-reading-monday-august-29,
243,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/30/daily-bible-reading-tuesday-august-30,
244,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/8/31/daily-bible-reading-wednesday-august-31,
245,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/1/daily-bible-reading-thursday-september-1,
246,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/2/daily-bible-reading-friday-september-2,
247,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/3/daily-bible-reading-saturday-september-3,
248,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/4/daily-bible-reading-sunday-september-4,
249,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/5/daily-bible-reading-monday-september-5,
250,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/6/daily-bible-reading-tuesday-september-6,
251,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/7/daily-bible-reading-wednesday-september-7,
252,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/8/daily-bible-reading-thursday-september-8,
253,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/9/daily-bible-reading-friday-september-9,
254,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/10/daily-bible-reading-saturday-september-10,
255,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/11/daily-bible-reading-sunday-september-11,
256,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/12/daily-bible-reading-monday-september-12,
257,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/13/daily-bible-reading-tuesday-september-13,
258,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/14/daily-bible-reading-wednesday-september-14,
259,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/15/daily-bible-reading-thursday-september-15,
260,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/16/daily-bible-reading-friday-september-16,
261,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/17/daily-bible-reading-saturday-september-17,
262,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/18/daily-bible-reading-sunday-september-18,
263,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/19/daily-bible-reading-monday-september-19,
264,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/20/daily-bible-reading-tuesday-september-20,
265,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/21/daily-bible-reading-wednesday-september-21,
266,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/22/daily-bible-reading-thursday-september-22,
267,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/23/daily-bible-reading-friday-september-23,
268,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/24/daily-bible-reading-saturday-september-24,
269,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/25/daily-bible-reading-sunday-september-25,
270,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/26/daily-bible-reading-monday-september-26,
271,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/27/daily-bible-reading-tuesday-september-27,
272,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/28/daily-bible-reading-wednesday-september-28,
273,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/29/daily-bible-reading-thursday-september-29,
274,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/9/30/daily-bible-reading-friday-september-30,
275,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/1/daily-bible-reading-saturday-october-1,
276,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/2/daily-bible-reading-sunday-october-2,
277,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/3/daily-bible-reading-monday-october-3,
278,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/4/daily-bible-reading-tuesday-october-4,
279,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/5/daily-bible-reading-wednesday-october-5,
280,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/6/daily-bible-reading-thursday-october-6,
281,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/7/daily-bible-reading-friday-october-7,
282,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/8/daily-bible-reading-saturday-october-8,
283,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/9/daily-bible-reading-sunday-october-9,
284,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/10/daily-bible-reading-monday-october-10,
285,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/11/daily-bible-reading-tuesday-october-11,
286,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/12/daily-bible-reading-wednesday-october-12,
287,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/13/daily-bible-reading-thursday-october-13,
288,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/14/daily-bible-reading-friday-october-14,
289,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/15/daily-bible-reading-saturday-october-15,
290,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/16/daily-bible-reading-sunday-october-16,
291,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/17/daily-bible-reading-monday-october-17,
292,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/18/daily-bible-reading-tuesday-october-18,
293,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/19/daily-bible-reading-wednesday-october-19,
294,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/20/daily-bible-reading-thursday-october-20,
295,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/21/daily-bible-reading-friday-october-21,
296,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/22/daily-bible-reading-saturday-october-22,
297,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/23/daily-bible-reading-sunday-october-23,
298,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/24/daily-bible-reading-monday-october-24,
299,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/25/daily-bible-reading-tuesday-october-25,
300,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/26/daily-bible-reading-wednesday-october-26,
301,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/27/daily-bible-reading-thursday-october-27,
302,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/28/daily-bible-reading-friday-october-28,
303,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/29/daily-bible-reading-saturday-october-29,
304,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/30/daily-bible-reading-sunday-october-30,
305,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/10/31/daily-bible-reading-monday-october-31,
306,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/1/daily-bible-reading-tuesday-november-1,
307,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/2/daily-bible-reading-wednesday-november-2,
308,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/3/daily-bible-reading-thursday-november-3,
309,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/4/daily-bible-reading-friday-november-4,
310,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/5/daily-bible-reading-saturday-november-5,
311,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/6/daily-bible-reading-sunday-november-6,
312,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/7/daily-bible-reading-monday-november-7,
313,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/8/daily-bible-reading-tuesday-november-8,
314,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/9/daily-bible-reading-wednesday-november-9,
315,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/10/daily-bible-reading-thursday-november-10,
316,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/11/daily-bible-reading-friday-november-11,
317,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/12/daily-bible-reading-saturday-november-12,
318,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/13/daily-bible-reading-sunday-november-13,
319,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/14/daily-bible-reading-monday-november-14,
320,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/15/daily-bible-reading-tuesday-november-15,
321,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/16/daily-bible-reading-wednesday-november-16,
322,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/17/daily-bible-reading-thursday-november-17,
323,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/18/daily-bible-reading-friday-november-18,
324,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/19/daily-bible-reading-saturday-november-19,
325,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/20/daily-bible-reading-sunday-november-20,
326,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/21/daily-bible-reading-monday-november-21,
327,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/22/daily-bible-reading-tuesday-november-22,
328,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/23/daily-bible-reading-wednesday-november-23,
329,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/24/daily-bible-reading-thursday-november-24,
330,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/25/daily-bible-reading-friday-november-25,
331,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/26/daily-bible-reading-saturday-november-26,
332,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/27/daily-bible-reading-sunday-november-27,
333,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/28/daily-bible-reading-monday-november-28,
334,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/29/daily-bible-reading-tuesday-november-29,
335,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/11/30/daily-bible-reading-wednesday-november-30,
336,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/1/daily-bible-reading-thursday-december-1,
337,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/2/daily-bible-reading-friday-december-2,
338,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/3/daily-bible-reading-saturday-december-3,
339,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/4/daily-bible-reading-sunday-december-4,
340,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/5/daily-bible-reading-monday-december-5,
341,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/6/daily-bible-reading-tuesday-december-6,
342,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/7/daily-bible-reading-wednesday-december-7,
343,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/8/daily-bible-reading-thursday-december-8,
344,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/9/daily-bible-reading-friday-december-9,
345,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/10/daily-bible-reading-saturday-december-10,
346,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/11/daily-bible-reading-sunday-december-11,
347,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/12/daily-bible-reading-monday-december-12,
348,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/13/daily-bible-reading-tuesday-december-13,
349,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/14/daily-bible-reading-wednesday-december-14,
350,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/15/daily-bible-reading-thursday-december-15,
351,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/16/daily-bible-reading-friday-december-16,
352,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/17/daily-bible-reading-saturday-december-17,
353,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/18/daily-bible-reading-sunday-december-18,
354,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/19/daily-bible-reading-monday-december-19,
355,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/20/daily-bible-reading-tuesday-december-20,
356,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/21/daily-bible-reading-wednesday-december-21,
357,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/22/daily-bible-reading-thursday-december-22,
358,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/23/daily-bible-reading-friday-december-23,
359,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/24/daily-bible-reading-saturday-december-24,
360,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/25/daily-bible-reading-sunday-december-25,
361,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/26/daily-bible-reading-monday-december-26,
362,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/27/daily-bible-reading-tuesday-december-27,
363,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/28/daily-bible-reading-wednesday-december-28,
364,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/29/daily-bible-reading-thursday-december-29,
365,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/30/daily-bible-reading-friday-december-30,
366,,Problem retrieving,http://oneyearbiblepodcast.com/daily-bible-reading/2016/12/31/daily-bible-reading-saturday-december-31,
