Day_Number,Title,URL,Duration_(ms)
108,"Daily Bible Reading - Tuesday, May 22",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5afc8968758d465213683795/1526499735895/OYB_May22_2018_mixdown.mp3/original/OYB_May22_2018_mixdown.mp3,737000
109,"Daily Bible Reading - Thursday, May 24",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b05a240758d46d7fddb13b0/1527095953383/OYB_May24_2018_mixdown.mp3/original/OYB_May24_2018_mixdown.mp3,951000
110,"Daily Bible Reading - Friday, May 25",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b05a34403ce64a8acd85781/1527096194721/OYB_May25_2018_mixdown.mp3/original/OYB_May25_2018_mixdown.mp3,778000
111,"Daily Bible Reading - Sunday, May 27",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b05a5728a922db415a19a49/1527096748068/OYB_May27_2018_mixdown.mp3/original/OYB_May27_2018_mixdown.mp3,799000
112,"Daily Bible Reading - Monday, May 28",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b05a667aa4a99da475a2e9d/1527097003782/OYB_May28_2018_mixdown.mp3/original/OYB_May28_2018_mixdown.mp3,808000
113,"Daily Bible Reading - Tuesday, May 29",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b05a784f950b76fb5f08df4/1527097303064/OYB_May29_2018_mixdown.mp3/original/OYB_May29_2018_mixdown.mp3,983000
114,"Daily Bible Reading - Wednesday, May 30",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b05a86d562fa7dc52be3f70/1527097512911/OYB_May30_2018_mixdown.mp3/original/OYB_May30_2018_mixdown.mp3,930000
115,"Daily Bible Reading - Thursday, May 31",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b0ef8adaa4a99eda8cec8a8/1527707897728/OYB_May31_2018_mixdown.mp3/original/OYB_May31_2018_mixdown.mp3,737000
116,"Daily Bible Reading - Friday, June 1",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b0ef9cd1ae6cf397968a0bd/1527708212349/OYB_Jun1_2018_mixdown.mp3/original/OYB_Jun1_2018_mixdown.mp3,981000
117,"Daily Bible Reading - Saturday, June 2",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b0efaf90e2e72efb1edcb91/1527708497914/OYB_June2_2018_mixdown.mp3/original/OYB_June2_2018_mixdown.mp3,914000
118,"Daily Bible Reading - Sunday, June 3",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b0efc2a2b6a2876ee2df9e6/1527708787030/OYB_June3_2018_mixdown.mp3/original/OYB_June3_2018_mixdown.mp3,890000
119,"Daily Bible Reading - Monday, June 4",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b0efd3e575d1f9aa7dcd8f1/1527709068271/OYB_June4_2018_mixdown.mp3/original/OYB_June4_2018_mixdown.mp3,963000
120,"Daily Bible Reading - Tuesday, June 5",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b0efe4a562fa7b848b4a236/1527709306290/OYB_June5_2018_mixdown.mp3/original/OYB_June5_2018_mixdown.mp3,736000
121,"Daily Bible Reading - Wednesday, June 6",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b0eff2e352f53bd7cf87534/1527709583692/OYB_June6_2018_mixdown.mp3/original/OYB_June6_2018_mixdown.mp3,997000
122,"Daily Bible Reading - Thursday, June 7",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b1859c4758d4629002b2a55/1528322583912/OYB_June7_2018_mixdown.mp3/original/OYB_June7_2018_mixdown.mp3,1051000
123,"Daily Bible Reading - Friday, June 8",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b185ac4758d4629002b5983/1528322825709/OYB_June8_2018_mixdown.mp3/original/OYB_June8_2018_mixdown.mp3,831000
124,"Daily Bible Reading - Saturday, June 9",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b185bc81ae6cf93c23068e1/1528323075348/OYB_June9_2018_mixdown.mp3/original/OYB_June9_2018_mixdown.mp3,900000
125,"Daily Bible Reading - Sunday, June 10",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b185cc28a922dc70ee6d46b/1528323337956/OYB_June10_2018_mixdown.mp3/original/OYB_June10_2018_mixdown.mp3,880000
126,"Daily Bible Reading - Thursday, June 14",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b215d9e88251b4590322270/1528913370721/OYB_June14_2018_mixdown.mp3/original/OYB_June14_2018_mixdown.mp3,831000
127,"Daily Bible Reading - Saturday, June 16",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b215f9c8a922db929122e1d/1528913900543/OYB_June16_2018_mixdown.mp3/original/OYB_June16_2018_mixdown.mp3,1009000
128,"Daily Bible Reading - Monday, June 18",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b2161b9352f53cfa1f567d9/1528914423397/OYB_June18_2018_mixdown.mp3/original/OYB_June18_2018_mixdown.mp3,713000
129,"Daily Bible Reading - Tuesday, June 19",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b2162bc6d2a737a99cbd96e/1528914711024/OYB_June19_2018_mixdown.mp3/original/OYB_June19_2018_mixdown.mp3,1073000
130,"Daily Bible Reading - Thursday, June 21",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b2ab28d2b6a282fae40c3a9/1529524935007/OYB_June21_2018_mixdown.mp3/original/OYB_June21_2018_mixdown.mp3,879000
131,"Daily Bible Reading - Friday, June 22",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b2ab38970a6ad1e00120471/1529525191086/OYB_June22_2018_mixdown.mp3/original/OYB_June22_2018_mixdown.mp3,768000
132,"Daily Bible Reading - Saturday, June 23",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b2ab48388251b6bae7ae5f3/1529525461056/OYB_June23_2018_mixdown.mp3/original/OYB_June23_2018_mixdown.mp3,1035000
133,"Daily Bible Reading - Sunday, June 24",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b2ab59f758d4639c626a82c/1529525720555/OYB_June24_2018_mixdown.mp3/original/OYB_June24_2018_mixdown.mp3,902000
134,"Daily Bible Reading - Monday, June 25",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b2ab68a352f53807c3b85a7/1529525971542/OYB_June25_2018_mixdown.mp3/original/OYB_June25_2018_mixdown.mp3,858000
135,"Daily Bible Reading - Wednesday, June 27",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b2ab8b2352f53807c3c0cb8/1529526513573/OYB_June27_2018_mixdown.mp3/original/OYB_June27_2018_mixdown.mp3,914000
136,"Daily Bible Reading - Saturday, June 30",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b33f08eaa4a9955f05ca58a/1530130667256/OYB_June30_2018_mixdown.mp3/original/OYB_June30_2018_mixdown.mp3,1041000
137,"Daily Bible Reading - Sunday, July 1",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b33f209758d46072ad3dc7d/1530131015231/OYB_July1_2018_mixdown.mp3/original/OYB_July1_2018_mixdown.mp3,970000
138,"Daily Bible Reading - Tuesday, July 3",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b33f40b2b6a28dd62bc3802/1530131550628/OYB_July3_2018_mixdown.mp3/original/OYB_July3_2018_mixdown.mp3,924000
139,"Daily Bible Reading - Thursday, July 5",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b3be54cf950b72201fd546f/1530652050049/OYB_July5_2018_mixdown.mp3/original/OYB_July5_2018_mixdown.mp3,801000
140,"Daily Bible Reading - Saturday, July 7",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b3e7264aa4a99408640ee25/1530819256985/OYB_July7_2018_mixdown.mp3/original/OYB_July7_2018_mixdown.mp3,913000
141,"Daily Bible Reading - Monday, July 9",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b3e749b6d2a7310cd64f168/1530819821252/OYB_July9_2018_mixdown.mp3/original/OYB_July9_2018_mixdown.mp3,996000
142,"Daily Bible Reading - Wednesday, July 11",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b3e76c3352f535bffb1bbc7/1530820372804/OYB_July11_2018_mixdown.mp3/original/OYB_July11_2018_mixdown.mp3,1003000
143,"Daily Bible Reading - Thursday, July 12",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b4660010e2e72c12c1d118d/1531339114926/OYB_July12_2018_mixdown.mp3/original/OYB_July12_2018_mixdown.mp3,763000
144,"Daily Bible Reading - Friday, July 13",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b46622daa4a99454880b46c/1531339385168/OYB_July13_2018_mixdown.mp3/original/OYB_July13_2018_mixdown.mp3,855000
145,"Daily Bible Reading - Saturday, July 14",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b4663210e2e72c12c1dcd07/1531339602944/OYB_July14_2018_mixdown.mp3/original/OYB_July14_2018_mixdown.mp3,777000
146,"Daily Bible Reading - Sunday, July 15",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b466438575d1f8e00808dfc/1531339889560/OYB_July15_2018_mixdown.mp3/original/OYB_July15_2018_mixdown.mp3,883000
147,"Daily Bible Reading - Tuesday, July 17",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b46668370a6ad385ad24399/1531340756223/OYB_July17_2017_mixdown.mp3/original/OYB_July17_2017_mixdown.mp3,776000
148,"Daily Bible Reading - Thursday, July 19",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b4f95d3f950b7b502e4dbda/1531942412483/OYB_July19_2018_mixdown.mp3/original/OYB_July19_2018_mixdown.mp3,891000
149,"Daily Bible Reading - Saturday, July 21",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b4f97c7758d46a76bd480a1/1531942922516/OYB_July21_2018_mixdown.mp3/original/OYB_July21_2018_mixdown.mp3,793000
150,"Daily Bible Reading - Sunday, July 22",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b4f98cc758d46a76bd4d229/1531943193456/OYB_July22_2018_mixdown.mp3/original/OYB_July22_2018_mixdown.mp3,1095000
151,"Daily Bible Reading - Monday, July 23",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b4f99d7f950b7b502e5e45a/1531943447866/OYB_July23_2018_mixdown.mp3/original/OYB_July23_2018_mixdown.mp3,942000
152,"Daily Bible Reading - Tuesday, July 24",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b4f9ac9562fa7d6efd19d4f/1531943706182/OYB_July24_2018_mixdown.mp3/original/OYB_July24_2018_mixdown.mp3,948000
153,"Daily Bible Reading - Wednesday, July 25",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b4f9bdf0e2e724f128852e4/1531943984374/OYB_July25_2018_mixdown.mp3/original/OYB_July25_2018_mixdown.mp3,878000
154,"Daily Bible Reading - Thursday, July 26",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b566f886d2a732d8959fe71/1532391382705/OYB_July26_2018_mixdown.mp3/original/OYB_July26_2018_mixdown.mp3,924000
155,"Daily Bible Reading - Friday, July 27",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b56709788251b71260750eb/1532391661831/OYB_July27_2018_mixdown.mp3/original/OYB_July27_2018_mixdown.mp3,936000
156,"Daily Bible Reading - Saturday, July 28",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5671b4352f53339a5feb18/1532391951770/OYB_July28_2018_mixdown.mp3/original/OYB_July28_2018_mixdown.mp3,1082000
157,"Daily Bible Reading - Sunday, July 29",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5672c4575d1fb3afb87b75/1532392195545/OYB_July29_2018_mixdown.mp3/original/OYB_July29_2018_mixdown.mp3,1016000
158,"Daily Bible Reading - Tuesday, July 31",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5674bbf950b7329f251116/1532392710262/OYB_July31_2018_mixdown.mp3/original/OYB_July31_2018_mixdown.mp3,771000
159,"Daily Bible Reading - Wednesday, August 1",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5675c6575d1fb3afb8fee8/1532392996420/OYB_August1_2018_mixdown.mp3/original/OYB_August1_2018_mixdown.mp3,1000000
160,"Daily Bible Reading - Saturday, August 4",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b57942f1ae6cf20dc320941/1532466299719/OYB_August4_2018_mixdown.mp3/original/OYB_August4_2018_mixdown.mp3,913000
161,"Daily Bible Reading - Sunday, August 5",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b579524562fa7f7a5d3a982/1532466538596/OYB_August5_2018_mixdown.mp3/original/OYB_August5_2018_mixdown.mp3,861000
162,"Daily Bible Reading - Monday, August 6",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b579628352f53cf448cbab9/1532466799093/OYB_August6_2018_mixdown.mp3/original/OYB_August6_2018_mixdown.mp3,760000
163,"Daily Bible Reading - Tuesday, August 7",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b57971cf950b7c9988db0fc/1532467055250/OYB_August7_2018_mixdown.mp3/original/OYB_August7_2018_mixdown.mp3,779000
164,"Daily Bible Reading - Thursday, August 9",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5912b8f950b7844b1cb2b2/1532564212241/OYB_August9_2018_mixdown.mp3/original/OYB_August9_2018_mixdown.mp3,679000
165,"Daily Bible Reading - Friday, August 10",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5913c988251b0b7e8da073/1532564492557/OYB_August10_2018_mixdown.mp3/original/OYB_August10_2018_mixdown.mp3,744000
166,"Daily Bible Reading - Sunday, August 12",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5915b670a6ad1470eaa727/1532564997331/OYB_August12_2018_mixdown.mp3/original/OYB_August12_2018_mixdown.mp3,920000
167,"Daily Bible Reading - Monday, August 13",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5916d8aa4a99fbdb1f5316/1532565287154/OYB_August13_2018_mixdown.mp3/original/OYB_August13_2018_mixdown.mp3,904000
168,"Daily Bible Reading - Tuesday, August 14",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5917eeaa4a99fbdb1f7f7e/1532565576365/OYB_August14_2018_mixdown.mp3/original/OYB_August14_2018_mixdown.mp3,966000
169,"Daily Bible Reading - Wednesday, August 15",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b59190d03ce645f31d24642/1532565843662/OYB_August15_2018_mixdown.mp3/original/OYB_August15_2018_mixdown.mp3,858000
170,"Daily Bible Reading - Thursday, August 16",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5c87056d2a73ec3d046526/1532790607428/OYB_August16_2018_mixdown.mp3/original/OYB_August16_2018_mixdown.mp3,822000
171,"Daily Bible Reading - Friday, August 17",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5c881888251bab886780aa/1532790887169/OYB_August17_2018_mixdown.mp3/original/OYB_August17_2018_mixdown.mp3,886000
172,"Daily Bible Reading - Saturday, August 18",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b5c892188251bab88679ffc/1532791159482/OYB_August18_2018_mixdown.mp3/original/OYB_August18_2018_mixdown.mp3,1059000
173,"Daily Bible Reading - Friday, August 24",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b7dbf4703ce64ec16b2aaf9/1534967733071/OYB_August24_2018_mixdown.mp3/original/OYB_August24_2018_mixdown.mp3,1129000
174,"Daily Bible Reading - Saturday, August 25",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b7dc074cd836611b63ee4bb/1534968013330/OYB_August25_2018_mixdown.mp3/original/OYB_August25_2018_mixdown.mp3,913000
175,"Daily Bible Reading - Monday, August 27",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b7dc2c5032be4fd52b6376a/1534968604286/OYB_August27_2018_mixdown.mp3/original/OYB_August27_2018_mixdown.mp3,920000
176,"Daily Bible Reading - Tuesday, August 28",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b7dc3de88251b9ad5512120/1534968856923/OYB_August28_2018_mixdown.mp3/original/OYB_August28_2018_mixdown.mp3,747000
177,"Daily Bible Reading - Thursday, August 30",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b872b744d7a9cdc9af86410/1535585194636/OYB_August30_2018_mixdown.mp3/original/OYB_August30_2018_mixdown.mp3,788000
178,"Daily Bible Reading - Friday, August 31",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b872c8e4d7a9cdc9af86f88/1535585499577/OYB_August31_2018_mixdown.mp3/original/OYB_August31_2018_mixdown.mp3,897000
179,"Daily Bible Reading - Saturday, September 1",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b898f321ae6cf8355c1f25e/1535741812670/OYB_September1_2018_mixdown.mp3/original/OYB_September1_2018_mixdown.mp3,813000
180,"Daily Bible Reading - Sunday, September 2",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b89903a4fa51ac38ae14bee/1535742078461/OYB_September2_2018_mixdown.mp3/original/OYB_September2_2018_mixdown.mp3,830000
181,"Daily Bible Reading - Thursday, September 6",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b902b3540ec9a38970ab966/1536174970083/OYB_September6_2018_mixdown.mp3/original/OYB_September6_2018_mixdown.mp3,797000
182,"Daily Bible Reading - Friday, September 7",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b902c334d7a9ce1d5a01986/1536175230654/OYB_September7_2018_mixdown.mp3/original/OYB_September7_2018_mixdown.mp3,874000
183,"Daily Bible Reading - Monday, September 10",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b902f0faa4a99b8c52cc950/1536175933392/OYB_September10_2018_mixdown.mp3/original/OYB_September10_2018_mixdown.mp3,654000
184,"Daily Bible Reading - Tuesday, September 11",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b902fec70a6adb3c1bd6b6a/1536176175039/OYB_September11_2018_mixdown.mp3/original/OYB_September11_2018_mixdown.mp3,789000
185,"Daily Bible Reading - Wednesday, September 12",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b90310970a6adb3c1bd7f88/1536176448230/OYB_September12_2018_mixdown.mp3/original/OYB_September12_2018_mixdown.mp3,811000
186,"Daily Bible Reading - Friday, September 14",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b9815578a922d4e5cb49e11/1536693646428/OYB_September14_2018_mixdown.mp3/original/OYB_September14_2018_mixdown.mp3,859000
187,"Daily Bible Reading - Sunday, September 16",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b9817751ae6cf9fac7d93aa/1536694191043/OYB_September16_2018_mixdown.mp3/original/OYB_September16_2018_mixdown.mp3,901000
188,"Daily Bible Reading - Tuesday, September 18",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b981988aa4a9940aa737064/1536694733616/OYB_September18_2018_mixdown.mp3/original/OYB_September18_2018_mixdown.mp3,1019000
189,"Daily Bible Reading - Wednesday, September 19",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5b981a874ae237ed806e3cd2/1536694976739/OYB_September19_2018_mixdown.mp3/original/OYB_September19_2018_mixdown.mp3,893000
190,"Daily Bible Reading - Thursday, September 20",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5ba2b7b021c67c9e611c74f2/1537390592678/OYB_September20_2018_mixdown.mp3/original/OYB_September20_2018_mixdown.mp3,935000
191,"Daily Bible Reading - Friday, September 21",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5ba2b8bc758d46a874745af2/1537390863720/OYB_September21_2018_mixdown.mp3/original/OYB_September21_2018_mixdown.mp3,948000
192,"Daily Bible Reading - Monday, September 24",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5ba2bbdd352f53ded7c01e96/1537391663787/OYB_September24_2018_mixdown.mp3/original/OYB_September24_2018_mixdown.mp3,959000
193,"Daily Bible Reading - Tuesday, September 25",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5ba2bcf7aa4a9937bd421b8b/1537391924609/OYB_September25_2018_mixdown.mp3/original/OYB_September25_2018_mixdown.mp3,961000
194,"Daily Bible Reading - Thursday, September 27",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5baa8a9ee79c70c058025b44/1537903352926/OYB_September27_2018_mixdown.mp3/original/OYB_September27_2018_mixdown.mp3,1023000
195,"Daily Bible Reading - Friday, September 28",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5baa8bbd53450a8566d141bc/1537903629479/OYB_September28_2018_mixdown.mp3/original/OYB_September28_2018_mixdown.mp3,918000
196,"Daily Bible Reading - Saturday, September 29",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5baa8cee7817f7d6146426bf/1537903939605/OYB_September29_2018_mixdown.mp3/original/OYB_September29_2018_mixdown.mp3,1006000
197,"Daily Bible Reading - Monday, October 1",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5baa8f40a4222fa15f347ddd/1537904547180/OYB_October1_2018_mixdown.mp3/original/OYB_October1_2018_mixdown.mp3,1118000
198,"Daily Bible Reading - Tuesday, October 2",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5baa906724a69467b84029e9/1537904806799/OYB_October2_2018_mixdown.mp3/original/OYB_October2_2018_mixdown.mp3,737000
199,"Daily Bible Reading - Friday, October 5",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bb51eb6a4222fbbca8f0026/1538596622826/OYB_October5_2018_mixdown.mp3/original/OYB_October5_2018_mixdown.mp3,1020000
200,"Daily Bible Reading - Sunday, October 7",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bb520e3652dead51cf86143/1538597162440/OYB_October7_2018_mixdown.mp3/original/OYB_October7_2018_mixdown.mp3,863000
201,"Daily Bible Reading - Monday, October 8",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bb521e724a6940b1fd5ea32/1538597431506/OYB_October8_2018_mixdown.mp3/original/OYB_October8_2018_mixdown.mp3,905000
202,"Daily Bible Reading - Tuesday, October 9",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bb522f324a6940b1fd5fd13/1538597700102/OYB_October9_2018_mixdown.mp3/original/OYB_October9_2018_mixdown.mp3,968000
203,"Daily Bible Reading - Friday, October 12",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bbfc1674785d399c1068a96/1539293591915/OYB_October12_2018_mixdown.mp3/original/OYB_October12_2018_mixdown.mp3,863000
204,"Daily Bible Reading - Saturday, October 13",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc105c5c830251290a96ee8/1539376637675/OYB_October13_2018_mixdown.mp3/original/OYB_October13_2018_mixdown.mp3,894000
205,"Daily Bible Reading - Sunday, October 14",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc13f2c15fcc00e13a28f42/1539391338260/OYB_October14_2018_mixdown.mp3/original/OYB_October14_2018_mixdown.mp3,1036000
206,"Daily Bible Reading - Monday, October 15",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc1403de4966bccb563aa97/1539391599463/OYB_October15_2018_mixdown.mp3/original/OYB_October15_2018_mixdown.mp3,832000
207,"Daily Bible Reading - Tuesday, October 16",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc1414353450a5777ca870c/1539391864827/OYB_October16_2018_mixdown.mp3/original/OYB_October16_2018_mixdown.mp3,946000
208,"Daily Bible Reading - Wednesday, October 17",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc142341905f4c1ac93dddd/1539392104339/OYB_October17_2018_mixdown.mp3/original/OYB_October17_2018_mixdown.mp3,800000
209,"Daily Bible Reading - Thursday, October 18",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc79a669140b7ecef1a51d5/1539807903574/OYB_October18_2018_mixdown.mp3/original/OYB_October18_2018_mixdown.mp3,1002000
210,"Daily Bible Reading - Friday, October 19",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc79b6e53450a102b3e2c3f/1539808159668/OYB_October19_2018_mixdown.mp3/original/OYB_October19_2018_mixdown.mp3,868000
211,"Daily Bible Reading - Saturday, October 20",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc79c6de2c4834307b65a8c/1539808458028/OYB_October20_2018_mixdown.mp3/original/OYB_October20_2018_mixdown.mp3,1046000
212,"Daily Bible Reading - Monday, October 22",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc79e8ac830259bf2b29c29/1539808976967/OYB_October22_2018_mixdown.mp3/original/OYB_October22_2018_mixdown.mp3,1122000
213,"Daily Bible Reading - Wednesday, October 24",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bc7a08924a694226a363f33/1539809475345/OYB_October24_2018_mixdown.mp3/original/OYB_October24_2018_mixdown.mp3,980000
214,"Daily Bible Reading - Thursday, October 25",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bd0cd1e4192025125b11705/1540410734309/OYB_October25_2018_mixdown.mp3/original/OYB_October25_2018_mixdown.mp3,1176000
215,"Daily Bible Reading - Friday, October 26",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bd22a9cf4e1fc55a047d63b/1540500188646/OYB_October26_2018_mixdown.mp3/original/OYB_October26_2018_mixdown.mp3,1105000
216,"Daily Bible Reading - Saturday, October 27",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bd22969e4966bed201b730c/1540499872958/OYB_October27_2018_mixdown.mp3/original/OYB_October27_2018_mixdown.mp3,833000
217,"Daily Bible Reading - Monday, October 29",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bd22c97f9619ac58c96df61/1540500684816/OYB_October29_2018_mixdown.mp3/original/OYB_October29_2018_mixdown.mp3,883000
218,"Daily Bible Reading - Friday, November 2",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bda1326b8a0458599bf058a/1541018461093/OYB_November2_2018_mixdown.mp3/original/OYB_November2_2018_mixdown.mp3,1002000
219,"Daily Bible Reading - Saturday, November 3",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bda1418898583b78144afcd/1541018709466/OYB_November3_2018_mixdown.mp3/original/OYB_November3_2018_mixdown.mp3,907000
220,"Daily Bible Reading - Monday, November 5",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5bda161eb8a0458599bf3203/1541019222902/OYB_November5_2018_mixdown.mp3/original/OYB_November5_2018_mixdown.mp3,953000
221,"Daily Bible Reading - Thursday, November 8",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5be357e1758d46983097b6f1/1541625884497/OYB_November8_2018_mixdown.mp3/original/OYB_November8_2018_mixdown.mp3,744000
222,"Daily Bible Reading - Saturday, November 10",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5be359e6352f53f4ec07ceae/1541626393085/OYB_November10_2018_mixdown.mp3/original/OYB_November10_2018_mixdown.mp3,933000
223,"Daily Bible Reading - Sunday, November 11",http://static1.squarespace.com/static/520fcad6e4b0717200274c82/t/5be35ac9898583c2086ba474/1541626624526/OYB_November11_2018_mixdown.mp3/original/OYB_November11_2018_mixdown.mp3,923000
